"";"X";"V1"
"1654";1654;3
"1655";1655;2
"1656";1656;3
"1657";1657;2
"1658";1658;1
"1659";1659;1
"1660";1660;1
"1661";1661;1
"1662";1662;1
"1663";1663;1
"1664";1664;2
"1665";1665;0
"1666";1666;2
"1667";1667;1
"1668";1668;1
"1669";1669;1
"1670";1670;2
"1671";1671;1
"1672";1672;2
"1673";1673;0
"1674";1674;2
"1675";1675;1
"1676";1676;1
"1677";1677;1
"1678";1678;2
"1679";1679;2
"1680";1680;2
"1681";1681;0
"1682";1682;2
"1683";1683;1
"1684";1684;1
"1685";1685;1
"1686";1686;2
"1687";1687;2
"1688";1688;2
"1689";1689;2
"1690";1690;2
"1691";1691;2
"1692";1692;3
"1693";1693;3
"1694";1694;1
"1695";1695;2
"1696";1696;3
"1697";1697;3
"1698";1698;2
"1699";1699;2
"1700";1700;2
"1701";1701;2
"1702";1702;2
"1703";1703;2
"1704";1704;1
"1705";1705;1
"1706";1706;1
"1707";1707;1
"1708";1708;1
"1709";1709;3
"1710";1710;1
"1711";1711;3
"1712";1712;3
"1713";1713;3
"1714";1714;1
"1715";1715;3
"1716";1716;2
"1717";1717;3
"1718";1718;3
"1719";1719;3
"1720";1720;2
"1721";1721;3
"1722";1722;3
"1723";1723;3
"1724";1724;1
"1725";1725;2
"1726";1726;1
"1727";1727;1
"1728";1728;3
"1729";1729;2
"1730";1730;3
"1731";1731;3
"1732";1732;1
"1733";1733;2
"1734";1734;2
"1735";1735;1
"1736";1736;1
"1737";1737;1
"1738";1738;2
"1739";1739;2
"1740";1740;2
"1741";1741;2
"1742";1742;2
"1743";1743;2
"1744";1744;2
"1745";1745;2
"1746";1746;2
"1747";1747;2
"1748";1748;3
"1749";1749;3
"1750";1750;3
"1751";1751;3
"1752";1752;2
"1753";1753;3
"1754";1754;3
"1755";1755;3
"1756";1756;3
"1757";1757;2
"1758";1758;1
"1759";1759;1
"1760";1760;1
"1761";1761;3
"1762";1762;1
"1763";1763;2
"1764";1764;3
"1765";1765;2
"1766";1766;2
"1767";1767;1
"1768";1768;1
"1769";1769;2
"1770";1770;2
